generation,best_ppm,best_ever_ppm,mean_ppm,seconds
0,244.965,244.965,22417.7,3.9e-08
1,244.965,244.965,7718.32,0.00691352
2,244.965,244.965,4984.43,0.00683997
3,244.965,244.965,3869.53,0.0120782
4,244.965,244.965,4563.53,0.0296319
5,244.965,244.965,3889.04,0.0375255
6,244.965,244.965,3956.83,0.0109182
7,244.965,244.965,4013.45,0.0151188
8,244.965,244.965,3477.08,0.0147321
9,244.965,244.965,3539,0.0229477
10,244.965,244.965,4553.08,0.0134874
